td,theta
-0.0001590909090909091,0.07046848060744314
-0.0001590909090909091,0.41612189186086646
-4.545454545454545e-05,1.375625653834904
-0.00013636363636363637,0.6927332477634408
-0.0001590909090909091,0.020952762988978968
-2.2727272727272726e-05,1.4887766938291536
-0.0001590909090909091,0.2844757617944754
-0.0001590909090909091,0.454006338564359
-6.818181818181818e-05,1.0514883059990499
-0.0001590909090909091,0.3238723467324447
-2.2727272727272726e-05,1.4775763103754778
-0.00013636363636363637,0.4751426146489849
-4.545454545454545e-05,1.2337275374347916
-0.0001590909090909091,0.35327662206485244
-6.818181818181818e-05,1.0754217137031044
-0.00013636363636363637,0.6221044889909952
-9.09090909090909e-05,0.9295541473829361
-2.2727272727272726e-05,1.4688883282971732
-0.00013636363636363637,0.527044505389602
-0.00013636363636363637,0.4427605515666377
-6.818181818181818e-05,1.1942938711392865
-0.00013636363636363637,0.6681959077876549
-0.0001590909090909091,0.24598973870737717
-4.545454545454545e-05,1.30599052659778
-0.0001590909090909091,0.24792829588264131
-0.00011363636363636364,0.8504738657949271
-6.818181818181818e-05,1.149182878619914
-0.0001590909090909091,0.40824080381531436
-0.00013636363636363637,0.8039521404428442
-0.00011363636363636364,0.9394901181848279
-2.2727272727272726e-05,1.4237515021447962
-6.818181818181818e-05,1.25314641922884
-0.0001590909090909091,0.2561398965410104
-0.00011363636363636364,0.7922435246887245
-0.00013636363636363637,0.6603429825586621
-0.00013636363636363637,0.6204515985281196
-9.09090909090909e-05,0.8717539372231997
-0.00013636363636363637,0.44047836157278447
-0.0001590909090909091,0.2621770028991086
-0.0001818181818181818,0.025593229218175525
-0.0001590909090909091,0.27173151642679055
-0.00011363636363636364,0.8335830762601236
-0.0001590909090909091,0.2293308469060945
-0.00013636363636363637,0.6351032474113449
-6.818181818181818e-05,1.0995517474309695
-6.818181818181818e-05,1.2113283992554207
-0.00013636363636363637,0.6133685719331188
-9.09090909090909e-05,1.0024921170332262
-6.818181818181818e-05,1.1059869895708276
-9.09090909090909e-05,1.0372118900773288
-0.0001590909090909091,0.1945046197528611
-4.545454545454545e-05,1.3221934591737254
-9.09090909090909e-05,1.0364149203620308
-0.00013636363636363637,0.7593830297960297
-0.00011363636363636364,0.7472727026839872
-0.00013636363636363637,0.6869791533591803
-9.09090909090909e-05,1.0614281501116367
-2.2727272727272726e-05,1.4710473687870258
-0.0001590909090909091,0.326248164294298
-6.818181818181818e-05,1.1176023436485143
-6.818181818181818e-05,1.0170244443994119
-9.09090909090909e-05,1.021005869809377
-0.0001590909090909091,0.4813699243668333
-0.0001590909090909091,0.28092111516847407
-0.0001590909090909091,0.29122350745867304
-0.0001590909090909091,0.2802704289978781
-6.818181818181818e-05,1.1517316105872757
-4.545454545454545e-05,1.418319246649331
-0.0001590909090909091,0.3866794456326766
-0.00013636363636363637,0.597582696398138
-4.545454545454545e-05,1.3270809074817893
-2.2727272727272726e-05,1.5003451790419946
-0.0001818181818181818,0.0895326771097513
-0.00013636363636363637,0.623353779803793
-4.545454545454545e-05,1.3712402648799606
-0.00013636363636363637,0.7137417279212767
-4.545454545454545e-05,1.290545817675798
-0.00011363636363636364,0.794383465445097
-9.09090909090909e-05,1.0562414343982052
-0.0001590909090909091,0.08150372920485963
-4.545454545454545e-05,1.3164122509618594
-4.545454545454545e-05,1.287730281810647
-0.00011363636363636364,0.8208403352071344
-0.0001590909090909091,0.14020062359377847
-0.0001818181818181818,0.12172026341505153
-4.545454545454545e-05,1.343631901988924
-9.09090909090909e-05,1.0864182455672111
-0.00011363636363636364,0.8141162356407324
-9.09090909090909e-05,0.9741238487211978
-0.00013636363636363637,0.5355931733204263
-0.0001590909090909091,0.03387137878139288
-0.00013636363636363637,0.6509639424242933
-0.00013636363636363637,0.7885518138219578
-6.818181818181818e-05,1.2322568106749916
-2.2727272727272726e-05,1.4450503234632774
-4.545454545454545e-05,1.2927476020889874
-0.0001590909090909091,0.40206831510029245
-4.545454545454545e-05,1.3791783025361521
-0.00011363636363636364,0.8110754734737351
-0.0001590909090909091,0.19818959771780234
